open,max,min,close
1.43243,1.43259,1.43238,1.43253
1.43262,1.4327,1.43237,1.43256
1.43245,1.43275,1.43227,1.43227
1.43236,1.43259,1.43213,1.43227
1.43226,1.43245,1.43174,1.43194
1.43192,1.43215,1.43172,1.43186
1.43185,1.43197,1.43165,1.43184
1.43186,1.43214,1.43172,1.43199
1.43192,1.43215,1.43173,1.43211
1.43193,1.43219,1.43179,1.43195
1.432,1.43208,1.4317,1.43186
1.43224,1.43239,1.43202,1.43225
1.43203,1.43231,1.43202,1.43214
1.43216,1.43226,1.43179,1.43203
1.43188,1.43207,1.43167,1.43196
1.43192,1.43204,1.43175,1.43193
1.43181,1.43215,1.43173,1.43204
1.43184,1.43216,1.43162,1.43185
1.43185,1.43208,1.43168,1.43187
1.43185,1.43214,1.43143,1.43176
1.43172,1.4318,1.43138,1.43167
1.43157,1.43178,1.43152,1.43164
1.43173,1.43179,1.43152,1.43179
1.43159,1.43205,1.4315,1.43166
1.43192,1.43192,1.43143,1.43174
1.43165,1.4318,1.4315,1.43173
1.43157,1.4318,1.43151,1.43173
1.43167,1.43212,1.43161,1.43185
1.43191,1.43204,1.43163,1.43185
1.43177,1.43234,1.43164,1.43197
1.43182,1.432,1.43158,1.43185
1.4319,1.43195,1.43183,1.43191
1.4321,1.43214,1.43183,1.43185
1.43176,1.43198,1.43169,1.43188
1.43173,1.43223,1.43167,1.43187
1.43179,1.43184,1.43158,1.4317
1.43173,1.43181,1.43151,1.43174
1.43168,1.43179,1.4316,1.43164
1.43149,1.43188,1.43127,1.43152
1.43242,1.43257,1.43242,1.43253
1.43284,1.43286,1.43279,1.43283
1.43288,1.43293,1.43277,1.43277
1.43289,1.43303,1.43289,1.43295
1.43299,1.433,1.43292,1.43294
1.43284,1.43294,1.43279,1.43294
1.43293,1.43293,1.4328,1.4328
1.43286,1.43291,1.43253,1.43253
1.43247,1.43261,1.43247,1.43247
1.4329,1.433,1.4329,1.43293
1.4329,1.43302,1.4329,1.43291
1.43285,1.43301,1.43277,1.43301
1.43303,1.43303,1.43287,1.43294
1.43284,1.43291,1.43279,1.43286
1.43284,1.43284,1.43279,1.43284
1.43286,1.43286,1.43277,1.43277
1.43279,1.43295,1.43278,1.43295
1.43275,1.43275,1.43237,1.43243
1.43235,1.43235,1.43213,1.43226
1.4327,1.43275,1.43248,1.43263
1.4326,1.43271,1.43255,1.43258
1.43265,1.43286,1.43261,1.43266
1.43269,1.43269,1.43258,1.43264
1.43283,1.43292,1.43276,1.43291
1.43293,1.43293,1.43277,1.43277
